731,My Calendar II,https://leetcode-cn.com/problems/my-calendar-ii/description/,Medium,37.8%,My Calendar II
732,My Calendar III,https://leetcode-cn.com/problems/my-calendar-iii/description/,Hard,49.6%,My Calendar III
733,Flood Fill,https://leetcode-cn.com/problems/flood-fill/description/,Easy,47.9%,Flood Fill
734,Sentence Similarity,https://leetcode-cn.com/problems/sentence-similarity/description/,Easy,38.8%,Sentence Similarity
735,Asteroid Collision,https://leetcode-cn.com/problems/asteroid-collision/description/,Medium,37.1%,Asteroid Collision
736,Parse Lisp Expression,https://leetcode-cn.com/problems/parse-lisp-expression/description/,Hard,41.7%,Parse Lisp Expression
737,Sentence Similarity II,https://leetcode-cn.com/problems/sentence-similarity-ii/description/,Medium,40.4%,Sentence Similarity II
738,Monotone Increasing Digits,https://leetcode-cn.com/problems/monotone-increasing-digits/description/,Medium,41.0%,Monotone Increasing Digits
739,Daily Temperatures,https://leetcode-cn.com/problems/daily-temperatures/description/,Medium,53.0%,Daily Temperatures
740,Delete and Earn,https://leetcode-cn.com/problems/delete-and-earn/description/,Medium,44.1%,Delete and Earn
741,Cherry Pickup,https://leetcode-cn.com/problems/cherry-pickup/description/,Hard,24.1%,Cherry Pickup
742,Closest Leaf in a Binary Tree,https://leetcode-cn.com/problems/closest-leaf-in-a-binary-tree/description/,Medium,34.4%,Closest Leaf in a Binary Tree
743,Network Delay Time,https://leetcode-cn.com/problems/network-delay-time/description/,Medium,35.4%,Network Delay Time
744,Find Smallest Letter Greater Than Target,https://leetcode-cn.com/problems/find-smallest-letter-greater-than-target/description/,Easy,43.7%,Find Smallest Letter Greater Than Target
745,Prefix and Suffix Search,https://leetcode-cn.com/problems/prefix-and-suffix-search/description/,Hard,25.7%,Prefix and Suffix Search
746,Min Cost Climbing Stairs,https://leetcode-cn.com/problems/min-cost-climbing-stairs/description/,Easy,43.5%,Min Cost Climbing Stairs
747,Largest Number At Least Twice of Others,https://leetcode-cn.com/problems/largest-number-at-least-twice-of-others/description/,Easy,41.4%,Largest Number At Least Twice of Others
748,Shortest Completing Word,https://leetcode-cn.com/problems/shortest-completing-word/description/,Medium,52.0%,Shortest Completing Word
749,Contain Virus,https://leetcode-cn.com/problems/contain-virus/description/,Hard,40.3%,Contain Virus
750,Number Of Corner Rectangles,https://leetcode-cn.com/problems/number-of-corner-rectangles/description/,Medium,56.1%,Number Of Corner Rectangles
751,IP to CIDR,https://leetcode-cn.com/problems/ip-to-cidr/description/,Easy,53.7%,IP to CIDR
752,Open the Lock,https://leetcode-cn.com/problems/open-the-lock/description/,Medium,39.5%,Open the Lock
753,Cracking the Safe,https://leetcode-cn.com/problems/cracking-the-safe/description/,Hard,40.3%,Cracking the Safe
754,Reach a Number,https://leetcode-cn.com/problems/reach-a-number/description/,Medium,27.5%,Reach a Number
755,Pour Water,https://leetcode-cn.com/problems/pour-water/description/,Medium,34.9%,Pour Water
756,Pyramid Transition Matrix,https://leetcode-cn.com/problems/pyramid-transition-matrix/description/,Medium,46.1%,Pyramid Transition Matrix
757,Set Intersection Size At Least Two,https://leetcode-cn.com/problems/set-intersection-size-at-least-two/description/,Hard,35.1%,Set Intersection Size At Least Two
758,Bold Words in String,https://leetcode-cn.com/problems/bold-words-in-string/description/,Easy,38.6%,Bold Words in String
759,Employee Free Time,https://leetcode-cn.com/problems/employee-free-time/description/,Hard,52.6%,Employee Free Time
760,Find Anagram Mappings,https://leetcode-cn.com/problems/find-anagram-mappings/description/,Easy,76.1%,Find Anagram Mappings
761,Special Binary String,https://leetcode-cn.com/problems/special-binary-string/description/,Hard,42.7%,Special Binary String
762,Prime Number of Set Bits in Binary Representation,https://leetcode-cn.com/problems/prime-number-of-set-bits-in-binary-representation/description/,Easy,55.4%,Prime Number of Set Bits in Binary Representation
763,Partition Labels,https://leetcode-cn.com/problems/partition-labels/description/,Medium,64.6%,Partition Labels
764,Largest Plus Sign,https://leetcode-cn.com/problems/largest-plus-sign/description/,Medium,38.5%,Largest Plus Sign
765,Couples Holding Hands,https://leetcode-cn.com/problems/couples-holding-hands/description/,Hard,48.6%,Couples Holding Hands
766,Toeplitz Matrix,https://leetcode-cn.com/problems/toeplitz-matrix/description/,Easy,57.9%,Toeplitz Matrix
767,Reorganize String,https://leetcode-cn.com/problems/reorganize-string/description/,Medium,36.1%,Reorganize String
768,Max Chunks To Make Sorted II,https://leetcode-cn.com/problems/max-chunks-to-make-sorted-ii/description/,Hard,43.1%,Max Chunks To Make Sorted II
769,Max Chunks To Make Sorted,https://leetcode-cn.com/problems/max-chunks-to-make-sorted/description/,Medium,48.2%,Max Chunks To Make Sorted
770,Basic Calculator IV,https://leetcode-cn.com/problems/basic-calculator-iv/description/,Hard,42.5%,Basic Calculator IV
771,Jewels and Stones,https://leetcode-cn.com/problems/jewels-and-stones/description/,Easy,81.9%,Jewels and Stones
772,Basic Calculator III,https://leetcode-cn.com/problems/basic-calculator-iii/description/,Hard,39.7%,Basic Calculator III
773,Sliding Puzzle,https://leetcode-cn.com/problems/sliding-puzzle/description/,Hard,47.3%,Sliding Puzzle
774,Minimize Max Distance to Gas Station,https://leetcode-cn.com/problems/minimize-max-distance-to-gas-station/description/,Hard,32.0%,Minimize Max Distance to Gas Station
775,Global and Local Inversions,https://leetcode-cn.com/problems/global-and-local-inversions/description/,Medium,33.1%,Global and Local Inversions
776,Split BST,https://leetcode-cn.com/problems/split-bst/description/,Medium,49.8%,Split BST
777,Swap Adjacent in LR String,https://leetcode-cn.com/problems/swap-adjacent-in-lr-string/description/,Medium,28.7%,Swap Adjacent in LR String
778,Swim in Rising Water,https://leetcode-cn.com/problems/swim-in-rising-water/description/,Hard,44.4%,Swim in Rising Water
779,K-th Symbol in Grammar,https://leetcode-cn.com/problems/k-th-symbol-in-grammar/description/,Medium,37.0%,K-th Symbol in Grammar
780,Reaching Points,https://leetcode-cn.com/problems/reaching-points/description/,Hard,23.5%,Reaching Points
781,Rabbits in Forest,https://leetcode-cn.com/problems/rabbits-in-forest/description/,Medium,49.6%,Rabbits in Forest
782,Transform to Chessboard,https://leetcode-cn.com/problems/transform-to-chessboard/description/,Hard,37.2%,Transform to Chessboard
783,Minimum Distance Between BST Nodes,https://leetcode-cn.com/problems/minimum-distance-between-bst-nodes/description/,Easy,47.4%,Minimum Distance Between BST Nodes
784,Letter Case Permutation,https://leetcode-cn.com/problems/letter-case-permutation/description/,Easy,53.1%,Letter Case Permutation
785,Is Graph Bipartite?,https://leetcode-cn.com/problems/is-graph-bipartite/description/,Medium,38.6%,Is Graph Bipartite?
786,K-th Smallest Prime Fraction,https://leetcode-cn.com/problems/k-th-smallest-prime-fraction/description/,Hard,32.1%,K-th Smallest Prime Fraction
787,Cheapest Flights Within K Stops,https://leetcode-cn.com/problems/cheapest-flights-within-k-stops/description/,Medium,29.9%,Cheapest Flights Within K Stops
788,Rotated Digits,https://leetcode-cn.com/problems/rotated-digits/description/,Easy,50.8%,Rotated Digits
789,Escape The Ghosts,https://leetcode-cn.com/problems/escape-the-ghosts/description/,Medium,50.5%,Escape The Ghosts
790,Domino and Tromino Tiling,https://leetcode-cn.com/problems/domino-and-tromino-tiling/description/,Medium,32.7%,Domino and Tromino Tiling
791,Custom Sort String,https://leetcode-cn.com/problems/custom-sort-string/description/,Medium,59.8%,Custom Sort String
792,Number of Matching Subsequences,https://leetcode-cn.com/problems/number-of-matching-subsequences/description/,Medium,36.2%,Number of Matching Subsequences
793,Preimage Size of Factorial Zeroes Function,https://leetcode-cn.com/problems/preimage-size-of-factorial-zeroes-function/description/,Hard,42.4%,Preimage Size of Factorial Zeroes Function
794,Valid Tic-Tac-Toe State,https://leetcode-cn.com/problems/valid-tic-tac-toe-state/description/,Medium,27.5%,Valid Tic-Tac-Toe State
795,Number of Subarrays with Bounded Maximum,https://leetcode-cn.com/problems/number-of-subarrays-with-bounded-maximum/description/,Medium,41.3%,Number of Subarrays with Bounded Maximum
796,Rotate String,https://leetcode-cn.com/problems/rotate-string/description/,Easy,51.1%,Rotate String
797,All Paths From Source to Target,https://leetcode-cn.com/problems/all-paths-from-source-to-target/description/,Medium,67.8%,All Paths From Source to Target
798,Smallest Rotation with Highest Score,https://leetcode-cn.com/problems/smallest-rotation-with-highest-score/description/,Hard,32.8%,Smallest Rotation with Highest Score
799,Champagne Tower,https://leetcode-cn.com/problems/champagne-tower/description/,Medium,29.3%,Champagne Tower
800,Similar RGB Color,https://leetcode-cn.com/problems/similar-rgb-color/description/,Easy,53.3%,Similar RGB Color
801,Minimum Swaps To Make Sequences Increasing,https://leetcode-cn.com/problems/minimum-swaps-to-make-sequences-increasing/description/,Medium,27.6%,Minimum Swaps To Make Sequences Increasing
802,Find Eventual Safe States,https://leetcode-cn.com/problems/find-eventual-safe-states/description/,Medium,37.5%,Find Eventual Safe States
803,Bricks Falling When Hit,https://leetcode-cn.com/problems/bricks-falling-when-hit/description/,Hard,22.5%,Bricks Falling When Hit
804,Unique Morse Code Words,https://leetcode-cn.com/problems/unique-morse-code-words/description/,Easy,73.4%,Unique Morse Code Words
805,Split Array With Same Average,https://leetcode-cn.com/problems/split-array-with-same-average/description/,Hard,20.4%,Split Array With Same Average
806,Number of Lines To Write String,https://leetcode-cn.com/problems/number-of-lines-to-write-string/description/,Easy,63.3%,Number of Lines To Write String
807,Max Increase to Keep City Skyline,https://leetcode-cn.com/problems/max-increase-to-keep-city-skyline/description/,Medium,81.3%,Max Increase to Keep City Skyline
808,Soup Servings,https://leetcode-cn.com/problems/soup-servings/description/,Medium,32.7%,Soup Servings
809,Expressive Words,https://leetcode-cn.com/problems/expressive-words/description/,Medium,36.4%,Expressive Words
810,Chalkboard XOR Game,https://leetcode-cn.com/problems/chalkboard-xor-game/description/,Hard,38.2%,Chalkboard XOR Game
811,Subdomain Visit Count,https://leetcode-cn.com/problems/subdomain-visit-count/description/,Easy,63.3%,Subdomain Visit Count
812,Largest Triangle Area,https://leetcode-cn.com/problems/largest-triangle-area/description/,Easy,53.6%,Largest Triangle Area
813,Largest Sum of Averages,https://leetcode-cn.com/problems/largest-sum-of-averages/description/,Medium,40.3%,Largest Sum of Averages
814,Binary Tree Pruning,https://leetcode-cn.com/problems/binary-tree-pruning/description/,Medium,69.6%,Binary Tree Pruning
815,Bus Routes,https://leetcode-cn.com/problems/bus-routes/description/,Hard,32.1%,Bus Routes
816,Ambiguous Coordinates,https://leetcode-cn.com/problems/ambiguous-coordinates/description/,Medium,41.5%,Ambiguous Coordinates
817,Linked List Components,https://leetcode-cn.com/problems/linked-list-components/description/,Medium,50.5%,Linked List Components
818,Race Car,https://leetcode-cn.com/problems/race-car/description/,Hard,26.5%,Race Car
819,Most Common Word,https://leetcode-cn.com/problems/most-common-word/description/,Easy,49.5%,Most Common Word
820,Short Encoding of Words,https://leetcode-cn.com/problems/short-encoding-of-words/description/,Medium,40.6%,Short Encoding of Words
821,Shortest Distance to a Character,https://leetcode-cn.com/problems/shortest-distance-to-a-character/description/,Easy,62.4%,Shortest Distance to a Character
822,Card Flipping Game,https://leetcode-cn.com/problems/card-flipping-game/description/,Medium,34.7%,Card Flipping Game
823,Binary Trees With Factors,https://leetcode-cn.com/problems/binary-trees-with-factors/description/,Medium,28.8%,Binary Trees With Factors
824,Goat Latin,https://leetcode-cn.com/problems/goat-latin/description/,Easy,56.1%,Goat Latin
825,Friends Of Appropriate Ages,https://leetcode-cn.com/problems/friends-of-appropriate-ages/description/,Medium,27.4%,Friends Of Appropriate Ages
826,Most Profit Assigning Work,https://leetcode-cn.com/problems/most-profit-assigning-work/description/,Medium,32.0%,Most Profit Assigning Work
827,Making A Large Island,https://leetcode-cn.com/problems/making-a-large-island/description/,Hard,41.5%,Making A Large Island
828,Unique Letter String,https://leetcode-cn.com/problems/unique-letter-string/description/,Hard,32.6%,Unique Letter String
829,Consecutive Numbers Sum,https://leetcode-cn.com/problems/consecutive-numbers-sum/description/,Medium,26.0%,Consecutive Numbers Sum
830,Positions of Large Groups,https://leetcode-cn.com/problems/positions-of-large-groups/description/,Easy,48.2%,Positions of Large Groups
831,Masking Personal Information,https://leetcode-cn.com/problems/masking-personal-information/description/,Medium,42.7%,Masking Personal Information
832,Flipping an Image,https://leetcode-cn.com/problems/flipping-an-image/description/,Easy,72.6%,Flipping an Image
833,Find And Replace in String,https://leetcode-cn.com/problems/find-and-replace-in-string/description/,Medium,36.9%,Find And Replace in String
834,Sum of Distances in Tree,https://leetcode-cn.com/problems/sum-of-distances-in-tree/description/,Hard,30.5%,Sum of Distances in Tree
835,Image Overlap,https://leetcode-cn.com/problems/image-overlap/description/,Medium,33.1%,Image Overlap
836,Rectangle Overlap,https://leetcode-cn.com/problems/rectangle-overlap/description/,Easy,39.4%,Rectangle Overlap
837,New 21 Game,https://leetcode-cn.com/problems/new-21-game/description/,Medium,24.8%,New 21 Game
838,Push Dominoes,https://leetcode-cn.com/problems/push-dominoes/description/,Medium,39.4%,Push Dominoes
839,Similar String Groups,https://leetcode-cn.com/problems/similar-string-groups/description/,Hard,36.2%,Similar String Groups
840,Magic Squares In Grid    New,https://leetcode-cn.com/problems/magic-squares-in-grid/description/,Easy,33.5%,Magic Squares In Grid
841,Keys and Rooms    New,https://leetcode-cn.com/problems/keys-and-rooms/description/,Medium,61.2%,Keys and Rooms
842,Split Array into Fibonacci Sequence    New,https://leetcode-cn.com/problems/split-array-into-fibonacci-sequence/description/,Medium,34.6%,Split Array into Fibonacci Sequence
843,Guess the Word    New,https://leetcode-cn.com/problems/guess-the-word/description/,Hard,33.8%,Guess the Word
